ID,DATA,TEL,CPF,SOLICITANTE,DS_RECEITA,Solicitação
1769,2020-04-20,1100001769,12345671769,Juliana,Solicito:  Hemograma completo NS1  PCR Covid  IgM e IgG para Chikungunia IgM e IgG para hepatite A Anti Hbs HBs Ag Anti HCV IgM e IgG Citomegalovírus  IgM e IgG Epstein HD: Febre a esclarecer.  ,Hemograma
1772,2020-11-29,1100001772,12345671772,Rafael,SOLICITO - HEMOGRAMA COMPLETO COLETAR EM 28/03 ,HEMOGRAMA
1774,2020-10-21,1100001774,12345671774,Vinícius,SOLICITO EXAMES Hemograma Uréia Creatinina TGO TGP GGT Fosfatase Alcalina BT e frações Glicemia jejum Colesterol Total e frações Triglicérides CPK ,Hemograma
1777,2020-10-10,1100001777,12345671777,Tatiana,SOLICITO RX DO TORNOZELO D AP + P  ,RX
1778,2020-02-02,1100001778,12345671778,Gustavo,PACIENTE REFERE DOR EM FLANCO DIREITO COM IRRADIAÇÃO PARA FID HA 4 DIAS NEGA FEBRE AFERIDA SOLICITO TC ABDOME ,TC
1782,2020-09-26,1100001782,12345671782,José,SOLICITO USG TRANSVAGINAL HD: SUPERVISÃO DE DIU  ,USG
1783,2020-08-19,1100001783,12345671783,Ana,SOLICITO: HEMOGRAMA TGO/TGP CREATINA ,HEMOGRAMA
1791,2020-10-26,1100001791,12345671791,Cristina,SOLICITO:  HEMOGRAMA ,HEMOGRAMA
1796,2020-09-25,1100001796,12345671796,Rodrigo,Solicito Hemograma.  ,Hemograma
1798,2020-11-21,1100001798,12345671798,Gustavo, OBSERVAÇÃO: PACIENTE EM CONSULTA AMBULATORIAL - FAVOR PRIORIZAR ..........  SOLICITO PARA PACIENTE ACIMA: ..........  RX PUNHO ESQUERDO ..........  AP E PERFIL  (COM IMOBILIZAÇÃO) JUSTIFICATIVA: CONTROLE RADIOGRÁFICO DE FRATURA CID 10: S525 ,RX
1800,2020-01-04,1100001800,12345671800,João,"SOLICITO: 	HEMOGRAMA 	NS1 SUSPEITA: CID A90  SE O PLANO NÃO LIBERAR, LIGAR PARA O MESMO E PERGUNTAR SOBRE TELEMEDICINA, MARCAR CONSULTA E PEDIR PARA TRANSCREVEREM ",HEMOGRAMA
1803,2020-07-10,1100001803,12345671803,Ana,SOLICITO HEMOGRAMA ,HEMOGRAMA
1808,2020-09-30,1100001808,12345671808,Lucas,"SOLICITO TC DE ABDOMEN TOTAL, HD: DOR ABDOMINAL A/E - URETEROLITIASE ",TC
1810,2020-01-22,1100001810,12345671810,Fernando, 1) TOMOGRAFIA COMPUTADORIZADA SEIOS FACE   ( 41001036) HD: POLIPO NASAL ESQUERDO  ,TOMOGRAFIA COMPUTADORIZADA
1811,2020-06-26,1100001811,12345671811,Cristina,"RELATÓRIA MÉDICO:  PACIENTE COM QUADRO DE DENGUE E D3/D4 COM MELHORA DOS SINTOMAS, NAÃO APRESENTA RASH CUTÂENEO OU SINAIS DE ALARME ATÉ O MOMENTO. 29/03/2024: HMG-HB: 14,10 // HT: 41,50 // L.O: 4.500 (S: 72 // L.T: 9) // PLQ: 99.000 01/04/2024:HMG-HB: 15,3 // HT: 47,20 // L.O: 1.900 (S: 53 // L.T: 29) // PLQ: 78.000 RETORNO PARA AVALIAÇÃO PLAQUETÁRIA.  ",HMG
1812,2020-12-09,1100001812,12345671812,Rafael,SOLICITO RX DO PE ESQ AP + O  ,RX
1817,2020-02-01,1100001817,12345671817,Tatiana,Solicito: 1. Hemograma completo - controle de Plaquetas - Dengue 			coletar dia 19/03/2024 ,Hemograma
1818,2020-12-17,1100001818,12345671818,Gustavo,"PACIENTE COM QUADRO DE ODINOFAGIA, CEFALEIA, MIALGIA, TOSSE PRODUTIVA NÃO EXPECTORADA, PRURIDO HÁ 04 DIAS. NEGA FEBRE, EXANTEMA E DEMAIS SINTOMAS    SOLICITO: 	NS1 	HEMOGRAMA 	TESTE COVID SUSPEITA: CID A90 // CID B342 SE PLANO NÃO AUTORIZAR, LIGAR PARA O MESMO E PERGUNTAR SOBRE TELEMEDICINA E AGENDAR CONSULTA ONLINE PARA SOLICITAREM O EXAME ",HEMOGRAMA
1821,2020-07-09,1100001821,12345671821,Maria,SOLICITO: HEMOGRAMA FERRO SERICO	FERRITINA TSH		T4 LIVRE GLICEMIA DE JEJUM		HEMOGLOBINA GLICADA AST		ALT		BILIRRUBINAS FOSFATASE ALCALINA	GAMAGT URÉIA		CREATININA COLESTEROL TOTAL E FRAÇÕES	TRIGLICÉRIDES VITAMINA B12		VITAMINA D TIPAGEM SANGUINEA ABO E RH SOROLOGIA PARA HIV SOROLOGIA PARA HEPATITE C SOROLOGIA PARA HEPATITE B SOROLOGIA PARA RUBÉOLA IGG E IGM SOROLOGIA PARA SÍFILIS SOROLOGIA PARA TOXOPLASMOSE IGG E IGM SOROLOGIA PARA CITOMEGALOVIRUS IGG E IGM ,HEMOGRAMA
1822,2020-05-11,1100001822,12345671822,José, Solicito Ressonancia da coxa direita  Bursite isquiática  M 70.7 ,Ressonancia
1825,2020-03-24,1100001825,12345671825,Mariana,Solicito: - RX cotovelo D 2p Hd: Epicondilite lateral CID: M65 ,RX
1832,2020-04-10,1100001832,12345671832,Rafael,"SOLICITO: HEMOGRAMA COMPLETO. DEVE SER COLETADO DIA 4/3/2024. APÓS COLETA, RETORNO NO AMBULATÓRIO DE INFECTOLOGIA DA CASA DE SÁUDE  ",HEMOGRAMA
1833,2020-03-29,1100001833,12345671833,Patrícia,"Solicito:  Hemograma completo HD: Acompanhamento de dengue Retorno ambulatorial sexta, período da tarde, com exame! ",Hemograma
1839,2020-07-27,1100001839,12345671839,Isabela,hemograma  u  cr   tgo  tgp  coagulograma ,hemograma
1845,2020-12-23,1100001845,12345671845,Mariana,SOLICITO HEMOGRAMA JUSTIFICATIVA: QUADRO SUSPEITO DE DENGUE ,HEMOGRAMA
1850,2020-08-26,1100001850,12345671850,Fernando,"SOLICITO: 	HEMOGRAMA 	NS1 SUSPEITA: CID A90 SE O PLANO NÃO LIBERAR, LIGAR PARA O MESMO E PERGUNTAR SOBRE TELEMEDICINA, MARCAR CONSULTA E PEDIR PARA TRANSCREVEREM ",HEMOGRAMA
1860,2020-09-17,1100001860,12345671860,João, OBSERVAÇÃO: PACIENTE EM CONSULTA AMBULATORIAL - FAVOR PRIORIZAR  SOLICITO PARA PACIENTE ACIMA: .................................................  RX PUNHO  ESQUERDO .................................................  AP E PERFIL  (COM IMOBILIZAÇÃO) JUSTIFICATIVA: CONTROLE RADIOGRÁFICO DE FRATURA CID 10: S525 ,RX
1863,2020-12-30,1100001863,12345671863,Ana,SOLICITO USG TRANSVAGINAL USG MAMAS USG ABDOME TOTAL HD: INFERTILIDADE PÓLIPO VESÍCULA ,USG
1864,2020-08-02,1100001864,12345671864,Pedro, HD  GENO VARO BILATERAL GRAVE (M171) CD  RX PANORAMICA DOS PANORAMICA DOS MMII. ,RX
1865,2020-09-11,1100001865,12345671865,Mariana,Solicito 1) USG trnsvaginal Indicação: checar Mirena inserido em 20/12/2023 ,USG
1874,2020-05-14,1100001874,12345671874,Vinícius,SOLICITO EXAMES HMG UREIA CREATININA TGO TGP GGT E FA BT T e F LIPIDOGRAMA + TG GLICEMIA JEJUM ,HMG
1878,2020-05-16,1100001878,12345671878,Gustavo,SOLICITO USG INGUINO-ESCROTAL BILATERAL HD: HIDROCELE DIREITA ,USG
1884,2020-10-12,1100001884,12345671884,Pedro,Solicito: Hemograma completo Indicação: Seguimento de dengue + plaquetopenia Favor coletar dia 24/03 AS 07 HRS  ,Hemograma
1889,2020-05-01,1100001889,12345671889,Juliana,"Por gentileza, solicito realização de : - RX de coluna lombar, AP  e perfil HD: - Espondilite Anquilosante ? Grato ",RX
1890,2020-05-01,1100001890,12345671890,Fernando,SOLICITO: HEMOGRAMA FERRO SERICO	FERRITINA TSH		T4 LIVRE GLICEMIA DE JEJUM	 HEMOGLOBINA GLICADA AST		ALT		BILIRRUBINAS FOSFATASE ALCALINA	GAMAGT URÉIA		CREATININA COLESTEROL TOTAL E FRAÇÕES TRIGLICÉRIDES VITAMINA B12 VITAMINA D ,HEMOGRAMA
1898,2020-08-23,1100001898,12345671898,Gustavo,SOLICITO PARA PACIENTE ACIMA: ULTRASSONOGRAFIA DAS MÃOS JUSTIFICATIVA: CISTO DE POLIA FLEXORA DO 1º E 4º QDE E DO 4º QDD? CID 10: M713 ,ULTRASSONOGRAFIA
1900,2020-03-17,1100001900,12345671900,João,SOLICITO RX DO TORNOZELO ESQ AP + AP VERD + P  ,RX
1902,2020-07-02,1100001902,12345671902,José,"AO PSIQUIATRA PACIENTE PREVIAMENTE HIGIDA COMPARECE A UNIDADE COM QUADRO DE DISPNEIA ASSOCIADA A CONGESTAO NASAL HÁ 03HRS. NEGA FEBRE, TOSSE, DOR TORACICA E DEMAIS SINTOMAS EXAME FÍSICO SEM ALTERAÇÃO  RX DE TORAX SEM ALTERAÇÃO ECG EVIDENCIANDO ARRITMIA SINUSAL. AUSENCIA DE ALTERAÇÃO ISQUEMICAS FEITO DIZEPAM 10MG VO COM MELHORA SUBSTANCIAL DOS SINTOMAS SOLICITO ACOMPANHAMENTO DO CASO. GRATO. ",RX
1903,2020-07-14,1100001903,12345671903,Ana,Solicito Hemograma cmpleto Desidrogenase lactica Ureia Creatinina Acido urico AST ALT Bulirrubinas total e frações Relação proteína/creatinina urinária (amostra isolada) CID: Z35 ,Hemograma
1908,2020-10-10,1100001908,12345671908,Lucas,SOLICITO - NS1 DENGUE - HEMOGRAMA COMPLETO CID: A90 GRATA ,HEMOGRAMA
1913,2020-08-24,1100001913,12345671913,Patrícia,"Por gentileza, solicito realização de : - TC de crânio, sem contraste HD: - Cefaleia atipica A/E Grato ",TC
1914,2020-03-07,1100001914,12345671914,Vinícius,"SOLICITO RX DE TORAX E ARCOS COSTAIS, DEVIDO A DOR INTENSA APÓS TRAUMA ",RX
1918,2020-11-23,1100001918,12345671918,Gustavo,"RELATÓRIO MÉDICO   PACIENTE   ESTEVE   NESTA  UNIDADE  DE  URGÊNCIA/EMERGENCIA  EM  SAÚDE    EM  18/12/2023  COM  QUIEXA  DE  DORES  EM  REGIÃO  DO PESCOÇO( FACE  ESQUERDA )  E  TAMBÉM  EM  TORAX  ( À  ESQUERDA  )  TIPO  ""PONTADAS"" . COM ESTABILIDADE  CLINICA  PORÉM  COM  DISCRETA  TAQUICARDIA E   DISPNEIA  AO  ESFORÇO  MODERADO , TEVE  , POR  MEIO  DE  TC TORAX  , DIAGNÓSTICO DE MAIOR  IMPORTANCIA  ,  DERRAME  PLEURAL  DE MODERADA  INTENSIDADE    À  ESQUERDA .  ECG   E  LABORATORIO  SEM  SIANIS  INDICATIVOS  DE MAIOR  COMPROMETIMENTO . FOI  PROPOSTA  INTERNAÇÃO  HOSPITALAR   POREM  A  MESMA   NÃO  ACEITOU  E  ASSINOU  TERMO   DE  DESISTÊNCIA  AO  TRATAMENTO  HOSPITALAR  .   SEM MAIS ,   ",TC
1920,2020-03-24,1100001920,12345671920,João,Solicito:  Hemograma Vitamina D Vitamina B12 TSH  T4 livre Ferro  Ferritina  HD: Hipovitaminose ,Hemograma
1921,2020-08-18,1100001921,12345671921,Maria,HEMOGRAMA ; NA ; K ; CREATININA ; GLICEMIA ; HEMOGLOBINA GLICADA ; COLESTEROL TOTAL E FRAÇÕES TRIGLICERIDES ; AC URICO ; TGO ; TGP ; GGT ; FERRITINA ; FERRO ; TESTOSTERONA TOTAL E LIVRE ; VIT D ; VIT B12 ;TSH  ,HEMOGRAMA
1924,2020-01-05,1100001924,12345671924,Pedro,SOLICITAÇÃO DE EXAME DE IMAGEM RESSONANCIA MAGNETICA DE OMBRO DIREITO INDICAÇÃO  SUSPEITA DE LESÃO DE LABRUM E ALTERAÇÕES ACROMIOCLAVICULARES  ,RESSONANCIA MAGNETICA
1925,2020-02-01,1100001925,12345671925,Mariana,solicito rx coluna lombar ap + p + obliqua inter + obliqua externa hd : espondilolise ? cid ?: m545 ,rx
1936,2020-09-28,1100001936,12345671936,Rodrigo,SOLICITO HEMOGRAMA ,HEMOGRAMA
1946,2020-06-23,1100001946,12345671946,Carlos,SOLICITO URGENTE: EXAMES GERAIS ..........  HEMOGRAMA COMPLETO COLHER EM 12/04/2024 - PELA MANHÃ CID-10: A90 ,HEMOGRAMA
1948,2020-11-06,1100001948,12345671948,Lucas,"Ao Colega Acupunturista Encaminho a paciente acima com lombociatalgia esquerda apresentando RM com estenose foraminal L5 S1 esquerda, associada a importante dor miofascial de musculo quadrado lombar bilateral, bem como dor em quadril esquerdo. Grato.  ",RM
1950,2020-10-29,1100001950,12345671950,Fernando,SOLICITO RESSONANCIA MAGNETICA DE COLUNA LOMBAR L1-S1 HD: POS OP ARTRODESE + DESCOMPRESSÃO L4/L5/S1  APRESENTA LOMBOCIATALGIA A DIREITA ASSOCIADO A PARESTESIA DE MID  CID:M545 ,RESSONANCIA MAGNETICA
1952,2020-02-01,1100001952,12345671952,Rafael,"SOLICITO: 	HEMOGRAMA 	NS1 	 SUSPEITA: CID A90  SE O PLANO NÃO LIBERAR, LIGAR PARA O MESMO E PERGUNTAR SOBRE TELEMEDICINA ",HEMOGRAMA
1953,2020-11-14,1100001953,12345671953,Patrícia,SOLICITO TC DE TORAX SEM MAIS ,TC
1955,2020-03-28,1100001955,12345671955,Camila,SOLICITO: ULTRASSOM OBSTÉTRICO COM DOPPLER (40901246) JUSTIFICATIVA: GESTANTE ,DOPPLER
1957,2020-06-04,1100001957,12345671957,Tatiana,"SOLICITO TC DE CRANIO, HD TCE ",TC
1958,2020-09-04,1100001958,12345671958,Gustavo,Solicito  Hemograma  Coagulograma  Sodio  Potassio  Ureia  Creatinina  Glicemia  exames pre op  cid M17.0 ,Hemograma
1963,2020-06-23,1100001963,12345671963,Ana,"PACIENTE REFERE DOR EM COTOVELO DIREITO HA 3 DIAS, APOS QUEDA DE BRAÇO SOLICITO RX COTOVELO DIREITO ",RX
1972,2020-06-06,1100001972,12345671972,Rafael,PACIENTE COM ITU DE REPETIÇÃO SOLICITO URO TC PARA INVESTIGAÇÃO DE MA FORMAÇÃO DE VIAS URINARIAS. CID: N39.0 CORDIALMENTE ,TC
1975,2020-04-14,1100001975,12345671975,Camila,Solicito: 1- Hemograma completo  2- Ureia 3- Creatinina  4- Sodio 5- potassio 6- Colesterol total e frações 7- triglicerides 8- glicemia de jejum 9- hemoglobina glicada 10- TGo 11- Tgp 12- TSH 13- T4L  14- 25 oh vitamina D 15- vitamina b12  ,Hemograma
1976,2020-11-09,1100001976,12345671976,Rodrigo,SOLICITO PARA PACIENTE ACIMA:  RESSONANCIA DA PERNA ESQUERDA  CÓDIGO: 41101294 JUSTIFICATIVA: LESÃO MUSCULAR PERNA ESQUERDA CID 10: M791  ,RESSONANCIA
1977,2020-09-15,1100001977,12345671977,Tatiana,"AO LABORATORIO  SOLICITO HEMOGRAMA COMPLETO,  GRATA ",HEMOGRAMA
1986,2020-07-28,1100001986,12345671986,Carlos,10 SESSÕES DE FISIOTERAPIA PARA MEMBROS SUPERIORES  TRAUMA CONTUSO EKM OMBRO ESQUIERDO - QUEDA SOBRE OMBRO ESQUERDO CODIGO: 20103492 JUSTIFICATIVA: DOR ARTICULAR - RX REALIZADO NO PS SEM SINAL DE FRATURA CID 10: M255 ,RX
1991,2020-06-24,1100001991,12345671991,Cristina,			SOLICITO 	HEMOGRAMA 	COAGULOGRAMA 	GLICEMIA 	CREATININA ,HEMOGRAMA
1992,2020-03-09,1100001992,12345671992,Rafael,AO LABORATORIO  SOLICITO HEMOGRAMA COMPLETO  CID A90 TUSS 40904361 GRATA  ,HEMOGRAMA
2004,2020-12-21,1100002004,12345672004,Pedro,RETORNO AMBULATORIAL SOLICITO PARA PACIENTE ACIMA: RX PUNHO ESQUERDO - AP E PERFIL (SEM IMOBILIZAÇÃO) JUSTIFICATIVA: CONTROLE RADIOGRÁFICO DE FRATURA CID 10: S525 ,RX
2008,2020-06-04,1100002008,12345672008,Lucas,solicito ressonancia de joelho esquerdo cid m249 cod 41101316 ,ressonancia
2014,2020-05-20,1100002014,12345672014,Vinícius, OBSERVAÇÃO: PACIENTE EM CONSULTA AMBULATORIAL - FAVOR PRIORIZAR ..........  SOLICITO PARA PACIENTE ACIMA: ..........  RX 5º DEDO DA MÃO DIREITA ..........  AP E PERFIL ABSOLUTO (SEM IMOBILIZAÇÃO) JUSTIFICATIVA: CONTROLE RADIOGRÁFICO DE FRATURA CID 10: S626 ,RX
2018,2020-10-31,1100002018,12345672018,Gustavo,"Solicito:  Hemograma completo  IgA total   IgE total  IgE específico para: D1 dermatophagoides pteronyssinus; D2 dermatophagoydes farinae; D201 Blomia tropicalis; Rast para fungos e leveduras MX1; Rast para poeira e pó HX2; Rast para epitélio de animais EX1 E1 (gato) E5 (cão) polem de gramineas gx2,  sementes oleagenosas fx1, frutos do mar fx2, cereais fx3, latex k82, corante amarelo c279, corante vermelho f340, fungos mx1 .  ",Hemograma
2023,2020-02-14,1100002023,12345672023,Ana,": SOLICITO PARA PACIENTE ACIMA: .................................................  RX MÃO ESQUERDA E DIREITA .................................................  AP E OBLIQUA JUSTIFICATIVA: CONTROLE RADIOGRÁFICO DE ARTRALGIA NAS INTERFALANGEANAS CID 10: M255, M19 ",RX
2027,2020-04-19,1100002027,12345672027,Paula,SOLICITO RX PANORAMICO DE COLUNA AP + P  ,RX
2033,2020-07-23,1100002033,12345672033,Patrícia,SOLICITO TC CRANIO COM URGENCIA PACIENTE COM CEFALEA E AMNESIA ,TC
2038,2020-12-24,1100002038,12345672038,Gustavo,DOR EM FIE HA 5 DIAS SOLICITO TC ABDOME ,TC
2042,2020-12-30,1100002042,12345672042,José,SOLICITAÇÃO DE EXAMES Hemograma Ferro sérico / Ferritina / Índice de Saturação de Transferrina Glicose / Hb glicada TSH / T4L Ureia / Creatinina TGO / TGP 25-OH vitamina D Vitamina B12 Urina Tipo I / Cultura de urina ,Hemograma
2050,2020-12-13,1100002050,12345672050,Fernando,SOLICITO O SEGUINTE EXAME PARA PROTOCOLO DE AVALIAÇÃO PRÉ PARTICIPAÇÃO ESPORTIVA: - RX DE TÓRAX PA + PERFIL  ,RX
2051,2020-03-31,1100002051,12345672051,Cristina,"SOLICITO RX DE TÓRAX PA + PERFIL DE CONTROLE DE PACIENTE ACIMA CITADA. * CID: J90 ATENCIOSAMENTE, ",RX
2052,2020-02-03,1100002052,12345672052,Rafael,SOLICITO EXAMES:                                                    CID 10: N80.9 HEMOGRAMA COMPLETO COAGULOGRAMA NA K URÉIA CREATININA TGO / TGP / FA / GGT COLESTEROL TOTAL E FRAÇÕES / TRIGLICÉRIDES GLICEMIA DE JEJUM / HB GLICOSILADA (HBA1C) FSH / LH TSH / T4 LIVRE PROLACTINA URINA 1 / UROCULTURA COM ATB VITAMINA D  VITAMINA B12 SOROLOGIA HEPATITE B (HBSAG / HBEAG / ANTI-HBS / ANTI-HBC IGG E IGM / ANTI-HBE) SOROLOGIA HEPATITE C HIV VDRL CA 125 / CA 19.9 / CEA BHCG QUANTITATIVO DESDE JÁ GRATO PELA ATENÇÃO ,HEMOGRAMA
2054,2020-04-30,1100002054,12345672054,Vinícius,SOLICITO RESSONANCIA MULTIPARAMÉTRICA DE PRÓSTATA. HD: TUMOR DE PROSTATA? ,RESSONANCIA
2055,2020-08-19,1100002055,12345672055,Camila,RX DE COTOVELO ESQUERDO 2P CID M249 ,RX
2059,2020-09-05,1100002059,12345672059,Isabela,SOLICITO TSH  T4 LIVRE  TGO  TGP  SELENIO  ZINCO  VITAMINA B12  ACIDO FOLICO  VITAMINA A  COLESTEROL TOTAL E FRAÇOES  TRIGLICERIDES  VITAMINA D  FERRO  FERRITINA  HMG  FAN  ,HMG
2070,2020-12-07,1100002070,12345672070,Fernando,"RELATÓRIO MÉDICO   Paciente de 7 anos com antecedente de infecções urinárias de repetição desde os 2 anos sem investigação nefrológica prévia. Mãe refere ITU tratada de 13 a 20/03 com cefalexina (urocultura positiva de 13/03 E. coli multissensível). Em 20/03, apresentou um pico febril isolado, manteve queixa de disúria terminal ao longo do tratamento com piora significativa em 21/03 associada à hematúria macroscópia. Veio ao PS em 22/03 devido à queixa de retenção urinária associada à bexigoma. Mãe refere também lesões periorais há 1 semana.  Realizado parecer da Nefropediatria com sugestão de manter antibiótico EV até 28/03 e após alta com antibiótico VO por mais 7 dias e seguimento ambulatorial com a especialidade. Retirada SVD hoje, sem intercorrências. Ao exame Presença de lesões periorais sugestivas de impetigo, pediculose, restante sem alterações.  Exames complementares: URINA 1 URINA 1: PH 5,5 D 1005 / NITRITO NEGATIVO / LEUCO <10.000 / HEMÁCIAS > 1.000.000 / PROTEÍNA 0,75G/L (VR 0,1 G/L) / COLETADO POR SONDAGEM DE ALÍVIO, UROCULTURA EM ANDAMENTO NEGATIVA ATE O MOMENTO HMG: HB 12,2  HT 37,1 PLQ 304000 LEUCO 7940 - N 63%, L 29%, M 6%, E 0,6%, B 0,4% CR 0,48  U 33 STREPTO NEGATIVO PA: 110X60MMHG (p90 para estatura - limite superior) COLETADAS 2 AMOSTRAS DE HEMOCULTURA ULTRASSONOGRAFIA DO APARELHO URINÁRIO:  Rins normais Bexiga: Paredes difusamente espessadas podendo corresponder a cistite se contexto clínico e laboratorial compatíveis. Impressão Diagnóstica: Bexiga com paredes difusamente espessadas podendo corresponder a cistite se contexto clínico e laboratorial compatíveis. CT ABDOME  CT abdome  Sinais tomográficos de distúrbio perfusional do parênquima renal bilateral, sugestivo de processo inflamatório/ infeccioso (pielonefrite aguda). Não há coleções associadas ou cálculos urinários. Bexiga sondada com sinais de cistite. Moderada distensão gasosa das alças cólicas, sem fatores obstrutivos identificados e conteúdo líquido no reto, achado relacionados à diarreia. HIPÓTESES DIAGNÓSTICAS: - Hematúria + disúria + retenção urinária a/e --> Falha de tratamento de ITU? - Impetigo -Pediculose CONDUTA: 1.Manter antibiótico parenteral até 28/03.   ",HMG
2073,2020-02-11,1100002073,12345672073,Patrícia,SOLICITO - HEMOGRAMA COMPLETO - SOROLOGIA PARA DENGUE IGG E IGM COLETAR EM 04/03 ,HEMOGRAMA
2076,2020-01-15,1100002076,12345672076,Rodrigo,Solicito  1. Tomografia Computadorizada de Seios da Face (41001036)  HD: hipertrofia ccii - POT septoplastia ,Tomografia Computadorizada
2080,2020-11-04,1100002080,12345672080,João,SOLICITAÇÃO DE EXAME : HEMOGRAMA COMPLETO. CONTROLE DENGUE  ,HEMOGRAMA
2084,2020-02-20,1100002084,12345672084,Pedro,TOMOGRAFIA COMPUTADORIZADA DE CRÂNIO  Indicação: cefaleia. Técnica:  Realizadas sequências multislice sem contraste.  Relatório:  Parênquima encefálico com morfologia e densidade preservada.  Espaços liquóricos subaracnóideos de aspecto habitual.  Sistema ventricular de dimensões e morfologia preservadas.  Não se evidenciam sinais de hemorragia aguda intra ou extra-axial.    Impressão Diagnóstica:  Estruturas encefálicas sem anormalidades.  Achado adicional: espessamento do revestimento mucoso dos seios maxilares. ,TOMOGRAFIA COMPUTADORIZADA
2087,2020-12-28,1100002087,12345672087,Paula,"PACIENTE COM SANGRAMENTO INTENSO HA 3 SEMANAS, EM USO DE DIU MIRENA SOLICITO USG TRANSVAGINAL (DIU ALOCADO?) ",USG
2092,2020-02-12,1100002092,12345672092,Rafael,"AO PRONTO SOCORRO - PACIENTE EM SEGUIMENTO AMBULATORIAL DE DENGUE - HOJE D7 - APRESENTA HEMOGRAMA COLETADO ONTEM COM HT 50,2. NEGA SINAIS DE ALARME. ENCAMINHO PARA HIDRATAÇÃO PARENTERAL. GRATA! ",HEMOGRAMA
2101,2020-07-13,1100002101,12345672101,Maria,SOLICITO RX DOS PES BILATERAL AP + P COM CARGA  RX DOS TORNOZELOS AP + P COM CARGA  ,RX
2103,2020-02-09,1100002103,12345672103,Ana,SOLICITAÇÃO DE EXAMES: REALIZAR EXAMES DIA 13/03 - HEMOGRAMA - AST -ALT HD/: DENGUE ,HEMOGRAMA
2105,2020-11-04,1100002105,12345672105,Mariana,"AO CONVENIO  SOLICITO HEMOGRAMA PARA PACIENTE ACIMA, COM QUADRO DE SUSPEITA DE DENGUE, PARA CONTROLE. CID A90 GRRATA,  ",HEMOGRAMA
2109,2020-10-14,1100002109,12345672109,Juliana,SOLICITO HEMOGRAMA JUSTIFICATIVA: QUADRO SUSPEITO DE DENGUE. ,HEMOGRAMA
2117,2020-08-22,1100002117,12345672117,Tatiana,SOLICITO RX DE MÃOS E PES ,RX
2119,2020-08-03,1100002119,12345672119,Isabela,"RELATÓRIO MÉDICO PACIENTE COM DIAGNOSTICO DE DENGUE, PASOU EM AVALUIAÇÃO HOJE NO PSI, SEM APRESENTAR SINIS DE ALERTA. CONTROLE HEMOGRAMA COM 84MIL PLAQUETAS, HB14 LEU 2,4 SUGIRO RETORNO AMANHA PARA SEGUIMENTO ",HEMOGRAMA
2121,2020-08-16,1100002121,12345672121,Maria,SOLICITO RX DE MÃOS E PE ESQUERDO ,RX
2123,2020-03-31,1100002123,12345672123,Ana,"AO GASTROENTEROLOGISTA PACIENTE COM HPP DE HAS. COLECISTECTOMIA PREVIA. OBESIDADE. ANSIEDADE. DLP. NEGA ALERGIA. COMPARECE A UNIDADE COM QUADRO DE COLICA EPIGASTRICA SEM IRRADIAÇÃO ASSOCIADA A VOMITOS E DIARREIA SEM PUS OU SANGUE HÁ 05 HRS. NEGA FEBRE, DISURIA, MELENA E DEMAIS SINTOMAS RELATA PIROSE, SENSAÇÃO DE GLOBUS FARINGEO E QUEIMAÇÃO RETROESTERNAL ESPORÁDICOS,. RELATA HISTORIA DE ULCERA GASTRICA. ABD: DOR A PALPAÇAO DE EPIGASTRIO E HCD. AUSENCIA DE MASSAS E VISCEROMEGALIAS. DB NEGATIVA 09/04/24 FA 51 // BB 0,6 // BD 0,1 // BI 0,5 // TGO 43 // TGP 54 // GGT 57  08/04/24 UR 27 // CR 0,8 // AMILASE 33 // EAS NDN // HB 13,9 // HT 39,7 // GL 12500 // PK 346000 // NA 140 // K 4 // PCR 7,6 TC EVIDENCIANDO Esteatose hepática acentuada, associada à hepatomegalia. Status pós colecistectomia. Hérnia de parede abdominal mediana supraumbilical, com conteúdo adiposo e colo de 3,4cm,sem sinais inflamatórios. SOLICITO ACOMPANHAMENTO DO CASO. GRATO. HD: DRGE // ESTEATOSE HEPATICA ",TC
2126,2020-11-22,1100002126,12345672126,Carlos,"SOLICITO EXAMES HEMOGRAMA SODIO POTASSIO UREIA CREATININA COLESTEROL TOTAL E FRACOES TRIGLICERIDES GLICEMIA DE JEJUM  HEMOGLOBINA GLICADA TGO, TGP ACIDO URICO  URINA 1 TSH ",HEMOGRAMA
